timestamp,cpu_cores_busy,rss_mb,network_recv_mb_s,network_send_mb_s,disk_read_mb_s,disk_write_mb_s,num_fds,active_read_tasks,active_rechunk_tasks,active_compute_tasks,active_store_tasks,active_other_tasks,sources_started,sources_finished
1788469008.531512,2.201281626159766,4062.01171875,7.758121808399227,0.21338011604389648,0.0,0.0,97.0,2,0,0,0,14,453,452
1788469009.5315049,1.5900113726481668,4062.01171875,6.656008644165832,0.1219872616810442,0.0,0.0,97.0,1,0,1,0,14,453,453
1788469010.5321026,2.848297528766394,4064.01171875,9.021004758136595,0.23236119043721531,0.0,0.0,97.0,0,1,0,0,15,454,454
1788469011.531731,2.1808105954450636,4064.01171875,10.42541437650036,0.22280296082876494,0.0,0.0,96.0,0,0,0,0,16,455,455
1788469012.531509,2.3705261802371367,4064.01171875,12.902046157115048,0.23168938227054928,0.0,0.0039071172538193005,97.0,0,0,2,0,14,456,455
1788469013.5321062,2.748358574336337,4064.01171875,9.626746416146172,0.22160360407156962,0.0,0.0,98.0,1,0,1,0,14,457,457
1788469014.5317113,2.380940045526968,4104.01171875,11.69503759914975,0.22471335537827167,0.0,0.0,97.0,1,0,1,0,14,458,457
1788469015.531509,2.310467678799408,4140.015625,11.316175325596674,0.201042815530392,0.0,0.027349285970637578,98.0,0,0,1,0,15,459,458
1788469016.531863,2.1292461370198685,4140.015625,8.616072924544108,0.1763177318973857,0.0,0.0,97.0,1,0,1,0,14,459,458
1788469017.5324702,2.418531341713181,4140.015625,12.892385266953724,0.2371644835616037,0.0,0.0039038793609780286,97.0,0,0,1,0,15,460,459
1788469018.5320878,2.0207727908030444,4140.015625,9.263355832756934,0.19111884942876906,0.0,0.0,98.0,0,0,1,0,15,461,460
1788469019.5309901,2.552802157672114,4160.01953125,10.671725421867913,0.2356636513354178,0.0,6.507142754851182,97.0,0,0,1,0,15,462,461
1788469020.5316026,2.4684880576565145,4140.015625,11.663531395874976,0.21946244263288406,0.0,0.0,95.0,1,0,1,0,14,462,462
1788469021.5321977,2.6684120472741863,4140.015625,14.413231033168127,0.25636484940907356,0.0,0.0,96.0,1,0,2,0,13,463,463
1788469022.532028,2.420410874495754,4153.015625,12.866138622927553,0.2338043376656575,0.0,0.011720739642769254,97.0,0,1,1,0,14,464,463
1788469023.5316768,2.1007377592847454,4154.015625,8.718040865467747,0.20468843127710132,0.0,0.0039076223200982824,98.0,1,0,1,0,14,465,464
1788469024.5322695,2.0387915907161793,4154.015625,10.036743320490185,0.18528256119558043,0.0,0.0,98.0,1,0,1,0,14,465,465
1788469025.531899,2.650982195456079,4154.01953125,8.561605628763937,0.22366132013594897,0.0,0.011723093435096298,97.0,1,0,2,0,13,466,466
1788469026.5324736,2.0488227694336003,4154.01953125,10.777727526822176,0.21240999505803826,0.0,0.0,97.0,0,0,1,0,15,467,467
1788469027.531503,1.9318750818871457,4154.01953125,8.771817700829525,0.20380537311409652,0.0,0.0,97.0,0,1,0,0,15,468,467
1788469028.531503,2.8099999999999454,4154.01953125,13.891977310180664,0.2589397430419922,0.0,0.00390625,96.0,0,0,3,0,13,469,468
1788469029.5320878,2.808357557990556,4205.9765625,7.235729874281499,0.20731817448568024,0.0,0.0,96.0,1,1,1,0,13,470,469
1788469030.531509,2.2913264037390055,4165.9765625,9.72577146843084,0.20596506194362618,0.0,0.0,97.0,1,0,0,0,15,471,470
1788469031.531512,2.3999925613634785,4165.9765625,12.136232907527019,0.24952238946174074,0.0,0.0,97.0,0,0,1,0,15,471,471
1788469032.5315068,2.3900125361145164,4165.9765625,12.39775961654462,0.22768712261121213,0.0,0.0,98.0,0,1,0,0,15,472,472
1788469033.5322192,2.5881562111953635,4165.9765625,12.244608190233132,0.25790057017715234,0.0,0.09368326054036745,96.0,1,0,1,0,14,473,472
1788469034.5314991,2.701945465876146,4185.98046875,8.778549007893524,0.23700708422526368,0.0,0.0,96.0,0,0,3,0,13,474,473
1788469035.5315135,2.429965239068717,4225.98046875,10.511693310356469,0.22592316737412393,0.0,0.0039061941214448724,97.0,2,0,0,0,14,475,474
1788469036.5319812,2.2789339665309423,4227.9765625,9.646235009887361,0.2062242955999453,0.0,0.02733096519620062,98.0,0,0,1,0,15,476,475
1788469037.5316036,2.3708953805647526,4227.9765625,12.366313991871625,0.21957106603827586,0.0,0.0,97.0,0,1,1,0,14,476,476
